KODE,NAMA BAHAN,SUMBER,ENERGI,PROTEIN,LEMAK,KH,SERAT,Cluster
GP076,"Parede baleh, masakan",KZGMI-2001,87,10.5,2.5,5.5,,0
GP077,"Pempek adaan, masakan",KZGMI-2001,162,4.9,3,27.8,,0
GP078,"Pempek belida, masakan",,156,4.2,1.4,31.6,0.2,0
GP079,"Pempek kapal selam, masakan",KZGMI-2001,152,4.5,2.3,28.2,,0
GP080,"Pempek kelesan, masakan",KZGPI- 1990,211,12.3,6.1,26.6,0.4,0
GP081,"Pempek kulit, masakan",KZGMI-2001,243,5.2,7.3,39.1,,0
GP082,"Pempek telur, masakan",KZGMI-2001,156,4.7,2.7,28.3,,0
GP083,"Pempek tenggiri, masakan",KZGPI- 1990,173,7.2,1.2,33.4,0.2,0
GP084,"Pencok lele, masakan",KZGPI- 1990,372,7.8,36.3,3.5,0,2
GP086,"Pindang kenari, masakan",KZGMI-2001,124,9.5,9.6,0,,0
GP090,Sate Bandeng,BKP,283,12.1,16.8,20.9,2,2
GP092,"Tekwan, masakan",KZGMI-2001,53,1.9,0.9,9.4,,0
GP093,"Teri belado, masakan",KZGPI- 1990,365,23.7,22.3,17.5,0,2
GP094,"Tumis bandeng, masakan",KZGMI-2001,189,11.3,15.7,0.6,,0
HR001,"Telur ayam kampung, segar",KZGMI-2001,174,10.8,14,1.2,0,0
HR002,"Telur ayam ras, segar",KZGPI-1990,154,12.4,10.8,0.7,0,0
HR003,"Telur ayam ras, bagian kuning, segar",DABM-1964,355,16.3,31.9,0.7,0,2
HR004,"Telur Ayam ras,bagian putih, segar",DABM-1964,50,10.8,0,0.8,0,0
HR005,"Telur bebek alabio, segar",KZGMI-2001,187,11.8,14.2,3,0,0
HR006,"Telur bebek, bagian kuning, segar",DABM-1964,386,17,35,0.8,0,2
HR007,"Telur bebek, bagian putih, segar",DABM-1964,54,11,0,0.8,0,0
HR008,"Telur bebek tambak, segar",KZGMI-2001,187,10.9,12.4,7.9,0,0
HR011,"Telur burung puyuh, segar",FCTEA-1972,116,10.7,7,1.6,0,0
HP001,"Telur ayam, dadar, masakan",KZGPI-1990,251,16.3,19.4,1.4,0,2
HP002,"Telur bebek, asin, mentah",DABM-60/64,179,13.6,13.3,4.4,0,0
HP003,"Telur bebek, dadar, masakan",KZGPI-1990,301,20,23.7,0,0,2
HP004,"Ikan, telur, asin, mentah",KZGMI-2001,358,20.7,26.4,9.4,0,2
